epoch,split,total_loss,charb_loss,ssim_value,psnr,ssim
19,val,0.07468241920574112,0.03775941904821842,0.7776255801641684,24.74021684523109,0.7776255801641684
20,train,0.08186209133822656,0.0497373543509739,0.7896389683616478,23.233071396106098,0.7896389683616478
20,val,0.07266592994439514,0.037641484022354905,0.7872362863674438,24.676289201640397,0.7872362863674438
21,train,0.08170535200109047,0.05018828159814325,0.792226371996303,23.273324495032714,0.792226371996303
21,val,0.07340020374696465,0.03950380126898773,0.7910141863411279,24.459778470101117,0.7910141863411279
22,train,0.07986439149755942,0.048646864336083145,0.7952655064289108,23.47310961516638,0.7952655064289108
22,val,0.07200791311028193,0.03681601394343076,0.7872244902223134,24.942635920407962,0.7872244902223134
23,train,0.08016508983398572,0.048747852327790775,0.7941659670818895,23.462012921902616,0.7941659670818895
23,val,0.07450440596762327,0.04083270933345067,0.7908088074956866,24.472041939659942,0.7908088074956866
24,train,0.08310634610260847,0.050710580194857635,0.7873105974478414,23.255799841064917,0.7873105974478414
24,val,0.08506560422104897,0.04856920062745218,0.7689487814045638,23.6255977273845,0.7689487814045638
25,train,0.07938943204855964,0.04834439306601372,0.7964304188131833,23.536460356114027,0.7964304188131833
25,val,0.07368697315025674,0.03861741288799605,0.7860347858007005,24.46009430096304,0.7860347858007005
26,train,0.0792990269373125,0.04774719673941911,0.794493659027629,23.55919633800086,0.794493659027629
26,val,0.07471895859503055,0.04074911988280017,0.7894016865560477,24.435513379762497,0.7894016865560477
27,train,0.07943753294731727,0.04853344844661285,0.7969461363304704,23.48006650612835,0.7969461363304704
27,val,0.07112375327365868,0.036031392717854584,0.7885068045031253,25.014197171163215,0.7885068045031253
28,train,0.07945965128479801,0.04756674290893196,0.7929687218974298,23.554568321532624,0.7929687218974298
28,val,0.07297703534793509,0.037368603358916244,0.7845892366959895,24.873776332937556,0.7845892366959895
29,train,0.07923759480038862,0.04796234190379032,0.7956614005928258,23.596460868197248,0.7956614005928258
29,val,0.07051818299529368,0.03601477066684756,0.791468167690922,25.14446602279334,0.791468167690922
30,train,0.07984429923640458,0.048347464497041796,0.7941683689451037,23.539522820099226,0.7941683689451037
30,val,0.0718004386898854,0.03742202991123894,0.7906859261955289,24.813935471953247,0.7906859261955289
